geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,Term,ID
ENSG00000196419,1,1,0,0,0,1,49934.412283564205,49934.412283564205,2018-08-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,XRCC6,0.828,4.1859,0.29699,5,-1.0,-1.0,Immune System;IRF3-mediated induction of type I IFN;Disease;HIV Life Cycle,R-HSA-168256;R-HSA-3270619;R-HSA-1643685;R-HSA-162587
ENSG00000196504,1,1,1,0,0,1,1424218.0900670097,1424218.0900670097,2024-02-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PRPF40A,0.56,1.5779,-2.1049,1,-1.0,-1.0,,
ENSG00000196531,3,1,1,0,1,1,87748.84971094332,645988.1975077938,2018-06-11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NACA,0.37300003,0.88842,-0.23074,0,-1.0,-1.0,,
ENSG00000196655,1,1,1,0,0,0,29404.874895307225,29404.874895307225,2024-07-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRAPPC4,-0.689,0.82914,-0.94127,3,-1.0,-1.0,Rab regulation of trafficking;Post-translational protein modification,R-HSA-9007101;R-HSA-597592
ENSG00000196843,1,1,0,0,0,1,30049.94565242696,38772.287745457244,2025-03-12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,ARID5A,0.19800001,1.0596,-0.50989,0,-1.0,-1.0,,
ENSG00000196862,2,1,0,0,0,1,1305.1661385242191,1305.1661385242191,2018-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,RGPD4,-0.22300005,1.9574,2.1604,0,0.5,0.5,,
ENSG00000197024,1,1,0,0,0,1,21669.239405495955,21669.239405495955,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ZNF398,0.22399998,2.3414,1.8382,1,-1.0,-1.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000197043,1,1,1,0,0,0,11252.882952659449,11252.882952659449,2021-02-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,ANXA6,0.12800002,0.65771,0.93297,1,-1.0,-1.0,,
ENSG00000197081,3,1,1,1,0,1,122069.83349127392,228688.0296088316,2017-12-06,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,IGF2R,0.579,2.7604,-0.65554,5,0.5,-1.0,Immune System,R-HSA-168256
ENSG00000197265,2,1,1,0,0,1,105453.60460439936,414433.58532016096,2021-02-24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,GTF2E2,-0.10699999,0.23657,0.23209,9,-1.0,-1.0,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;RNA Polymerase II Pre-transcription Events;Transcription of the HIV genome;RNA polymerase II transcribes snRNA genes;HIV Life Cycle;Late Phase of HIV Life Cycle,R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-674695;R-HSA-167172;R-HSA-6807505;R-HSA-162587;R-HSA-162599
ENSG00000197465,1,1,1,0,0,1,60111.20110003438,75457.10036559975,2020-10-27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,GYPE,-0.12100005,0.061714,-0.11695,0,1.0,0.5,,
ENSG00000197714,1,1,0,0,0,0,645988.1975077938,645988.1975077938,2025-03-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ZNF460,0.45200002,3.6921,0.46141,1,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000197747,1,1,1,0,0,1,100857.20347685824,197485.87952538437,2018-08-13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,S100A10,-0.08099997,0.49441,-0.068973,1,0.5,-1.0,,
ENSG00000197921,1,1,0,0,0,1,58331.23271678036,58331.23271678036,2017-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,HES5,-0.92700005,-2.6986,-3.0008,6,0.5,0.5,Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1643685;R-HSA-5663202
ENSG00000197933,1,1,1,0,0,1,131525.74533408263,323648.5577791949,2019-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,ZNF823,0.12699997,2.4797,0.95939,0,-1.0,-1.0,,
ENSG00000198060,1,1,1,0,0,1,84563.14597380339,294387.2978738704,2021-09-30,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MARCHF5,0.606,3.2094,0.59995,0,-1.0,-1.0,,
ENSG00000198088,1,1,0,0,0,0,5916.919614951869,5916.919614951869,2017-07-28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NUP62CL,,,,0,0.5,0.0,,
ENSG00000198162,1,1,1,0,0,1,1129585.974638378,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,MAN1A2,0.47500002,2.1342,0.77211,2,-1.0,-1.0,Post-translational protein modification,R-HSA-597592
ENSG00000198216,1,1,0,0,0,1,684816.7338614308,1122672.658801146,2019-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,CACNA1E,0.779,6.7175,0.76299,2,1.0,0.5,Presynaptic depolarization and calcium channel opening,R-HSA-112308
ENSG00000198246,1,1,1,0,1,1,15379.838790371894,15379.838790371894,2021-11-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,SLC29A3,0.06699997,0.8043,0.73408,3,-1.0,0.0,"Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane;Disease;Transport of vitamins, nucleosides, and related molecules",R-HSA-83936;R-HSA-1643685;R-HSA-425397
ENSG00000198270,1,1,0,0,0,1,15379.838790371894,15379.838790371894,2021-11-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,TMEM116,-0.10099995,0.95075,0.91791,0,0.5,-1.0,,
ENSG00000198431,1,1,1,0,0,1,171880.2916512608,323648.5577791949,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,TXNRD1,-0.006000042,0.83248,-0.2083,8,-1.0,-1.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Interconversion of nucleotide di- and triphosphates;Metabolism of nucleotides,R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-499943;R-HSA-15869
ENSG00000198471,1,1,0,0,0,0,38092.548464040476,38092.548464040476,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,RTP2,-0.181,-0.57281,-0.46316,1,0.75,0.5,Expression and translocation of olfactory receptors;Olfactory Signaling Pathway,R-HSA-9752946;R-HSA-381753
ENSG00000198492,1,1,1,0,0,1,765591.3646788632,765591.3646788632,2020-06-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,YTHDF2,0.86800003,3.3959,1.4715,0,-1.0,-1.0,,
ENSG00000198513,1,1,0,0,0,1,8479.376416968564,31120.920520971555,2017-09-07,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,ATL1,0.43,3.8464,0.57501,0,0.5,0.0,,
ENSG00000198515,1,1,1,0,0,0,178948.78717378277,178948.78717378277,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CNGA1,0.22100002,1.0037,1.6259,2,1.0,0.0,,
ENSG00000198791,1,1,1,0,0,1,323648.5577791949,323648.5577791949,2025-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CNOT7,0.745,3.1484,-0.8516,3,-1.0,-1.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Deadenylation of mRNA;Developmental Biology;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-429947;R-HSA-1266738;R-HSA-74160
ENSG00000198797,3,1,0,0,1,1,15866.724081734988,684816.7338614308,2017-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,BRINP2,0.589,1.7741,0.96157,0,0.75,0.5,,
ENSG00000198812,1,1,0,0,0,1,228220.5662976458,645988.1975077938,2023-01-19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,LRRC10,0.065,1.0124,0.72556,0,1.0,1.0,,
ENSG00000198892,1,1,0,0,1,1,252346.18526092035,252346.18526092035,2018-08-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SHISA4,0.009000003,0.34894,-0.2381,0,0.5,0.0,,
ENSG00000203499,1,1,1,0,1,1,384314.83364002535,384314.83364002535,2024-10-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IQANK1,-0.911,-0.3176,-0.22975,0,0.5,0.0,,
ENSG00000203778,2,1,1,0,0,1,156470.480665571,251325.91086204,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,FAM229B,0.426,0.35605,0.6026,0,1.0,-1.0,,
ENSG00000203952,1,1,0,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CCDC160,,,,0,0.5,0.0,,
ENSG00000204138,1,1,1,0,0,1,188264.63129042363,355284.1215006515,2025-03-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,PHACTR4,0.106000006,1.9516,2.008,0,-1.0,-1.0,,
ENSG00000204161,2,1,0,0,0,1,138890.6106237268,645988.1975077938,2023-01-18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TMEM273,-0.43299997,-0.83025,-0.023238,0,-1.0,-1.0,,
ENSG00000204186,1,1,0,0,0,1,98744.41493028583,98744.41493028583,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ZDBF2,-0.39600003,1.3679,1.6659,0,-1.0,0.0,,
ENSG00000204272,1,1,0,0,0,1,72098.8014618248,72098.8014618248,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NBDY,,,,0,-1.0,-1.0,,
ENSG00000204403,1,1,0,0,0,1,184666.1521051339,323648.5577791949,2020-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,CASP12,,0.11099,0.24092,0,0.5,0.0,,
ENSG00000204839,1,1,1,0,1,1,114817.16866287061,114817.16866287061,2019-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,MROH6,-0.398,-3.5323,-4.745,0,0.5,0.0,,
ENSG00000205060,1,1,1,0,0,1,1778690.168860174,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,SLC35B4,0.12699997,1.4443,0.46762,1,-1.0,-1.0,"Transport of vitamins, nucleosides, and related molecules",R-HSA-425397
ENSG00000205352,1,1,1,0,0,1,4634.000517221562,33762.84339699367,2021-11-04,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PRR13,-0.35099995,0.33392,0.64031,0,-1.0,-1.0,,
ENSG00000205476,1,1,0,0,0,1,208059.85546229704,208059.85546229704,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,CCDC85C,0.052999973,-2.191,-2.1529,0,0.5,-1.0,,
ENSG00000205643,1,1,1,0,0,1,464892.4593283075,464892.4593283075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CDPF1,-0.566,0.31084,0.31337,0,-1.0,-1.0,,
ENSG00000205678,1,1,0,0,0,1,118061.55082048493,118061.55082048493,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,TECRL,-0.56299996,-0.78184,0.16358,1,1.0,0.5,Synthesis of very long-chain fatty acyl-CoAs;Fatty acyl-CoA biosynthesis,R-HSA-75876;R-HSA-75105
ENSG00000205730,1,1,0,0,0,1,427337.4491868293,427337.4491868293,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ITPRIPL2,-0.342,0.048347,-0.71932,0,-1.0,0.0,,
ENSG00000205810,1,1,1,0,0,1,135108.48254553688,135108.48254553688,2025-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,KLRC3,-0.25199997,0.8722,-0.13935,0,0.75,0.5,,
ENSG00000205903,1,1,1,0,1,1,382631.1172224132,382631.1172224132,2023-01-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,ZNF316,-0.17499995,-2.2652,-5.8027,0,-1.0,-1.0,,
ENSG00000211584,1,1,0,0,0,1,672632.4785173276,672632.4785173276,2021-04-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SLC48A1,-0.021999955,0.33821,-0.66019,0,0.5,-1.0,,
ENSG00000213347,2,1,1,0,0,1,7483.094846362048,7483.094846362048,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,MXD3,-0.17400002,-0.85396,-1.5684,0,0.5,0.0,,
ENSG00000213390,2,1,1,0,0,1,44692.894702471654,1424218.0900670097,2020-05-06,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,ARHGAP19,-0.023000002,0.98781,0.64202,1,0.5,0.0,Signal Transduction,R-HSA-162582
ENSG00000213424,1,1,0,0,0,1,185805.42963097955,185805.42963097955,2021-11-04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,KRT222,0.20700002,0.33985,0.74001,0,0.5,0.5,,
ENSG00000213585,1,1,0,0,0,1,107949.90929360976,143413.24457139417,2023-06-29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,VDAC1,0.463,2.2601,0.40634,5,0.5,-1.0,Mitochondrial calcium ion transport;Pyruvate metabolism;Post-translational protein modification,R-HSA-8949215;R-HSA-70268;R-HSA-597592
ENSG00000213694,1,1,0,0,0,1,74722.59037384245,74722.59037384245,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,S1PR3,-0.26699996,1.2878,-0.085957,3,-1.0,-1.0,Signal Transduction;Lysosphingolipid and LPA receptors,R-HSA-162582;R-HSA-419408
ENSG00000213699,1,1,1,0,0,1,265186.2821240392,265186.2821240392,2024-07-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SLC35F6,-0.26199996,1.0432,1.1848,0,-1.0,-1.0,,
ENSG00000213762,1,1,0,0,1,1,898.4958904109589,898.4958904109589,2020-07-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ZNF134,-0.959,0.038663,0.35805,0,-1.0,-1.0,,
ENSG00000215193,1,1,0,0,0,1,545988.1005477115,545988.1005477115,2023-01-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PEX26,0.10699999,-0.068794,-0.54517,2,-1.0,-1.0,Class I peroxisomal membrane protein import;Peroxisomal protein import,R-HSA-9603798;R-HSA-9033241
ENSG00000216937,1,1,1,0,0,1,545988.1005477115,645988.1975077938,2023-01-19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CCDC7,-0.10699999,0.0017368,-0.72921,0,1.0,0.0,,
ENSG00000220201,3,1,1,0,0,1,31137.07865241903,49724.14538298504,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,ZGLP1,0.102,0.44944,-0.6,0,-1.0,0.0,,
ENSG00000223614,1,1,0,0,0,0,1173.5007132667617,1173.5007132667617,2022-07-22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ZNF735,-0.556,-0.3975,-0.52112,1,,,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000224109,1,1,0,0,0,1,65127.395275883,65127.395275883,2021-09-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CENPVL3,,,,0,0.75,0.5,,
ENSG00000225830,1,1,0,0,0,0,313882.50400013494,313882.50400013494,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ERCC6,0.19700003,1.7245,0.22508,7,-1.0,-1.0,Formation of TC-NER Pre-Incision Complex;Gene expression (Transcription);ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression;RNA Polymerase I Transcription Initiation;Gap-filling DNA repair synthesis and ligation in TC-NER;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance;Dual incision in TC-NER;Transcription-Coupled Nucleotide Excision Repair (TC-NER),R-HSA-6781823;R-HSA-74160;R-HSA-427389;R-HSA-73762;R-HSA-6782210;R-HSA-73864;R-HSA-73854;R-HSA-6782135;R-HSA-6781827
ENSG00000226650,1,1,0,0,0,0,50366.5001531924,50366.5001531924,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,KIF4B,-0.029000044,1.4848,1.5203,4,1.0,1.0,Immune System;Developmental Biology;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Recycling pathway of L1;Kinesins,R-HSA-168256;R-HSA-1266738;R-HSA-8856688;R-HSA-6811434;R-HSA-437239;R-HSA-983189
ENSG00000231256,1,1,0,0,0,1,75639.5973879004,93132.96870045633,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,CFAP97D1,0.008000016,1.0928,1.0326,0,1.0,1.0,,
ENSG00000231989,1,1,0,0,0,1,718784.6890415357,718784.6890415357,2022-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PPP1R2B,-0.56700003,0.36323,-0.89645,0,1.0,1.0,,
ENSG00000232237,1,1,1,0,0,1,6021.72810122829,6021.72810122829,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,ASCL5,-0.704,-0.40999,-0.41441,0,0.5,1.0,,
ENSG00000233041,1,1,0,0,0,1,294387.2978738704,294387.2978738704,2021-09-30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,PHGR1,-0.44599998,1.2165,0.99471,0,1.0,0.0,,
ENSG00000233232,2,1,0,0,0,1,71117.27631467933,160010.51072069994,2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,NPIPB7,-0.44599998,1.8135,1.2563,0,0.5,0.0,,
ENSG00000233436,1,1,0,0,0,1,21724.94108458234,21724.94108458234,2025-02-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BTBD18,0.561,1.2032,0.92724,0,1.0,1.0,,
ENSG00000239605,1,1,0,0,0,1,192594.63282947522,192594.63282947522,2023-01-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,STPG4,-0.605,-1.3208,-1.2951,1,1.0,1.0,,
ENSG00000239839,1,1,0,0,0,1,10736.940639920189,10736.940639920189,2024-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,DEFA3,0.26,1.552,1.1607,2,1.0,0.0,Alpha-defensins;Immune System;Defensins;Antimicrobial peptides,R-HSA-1462054;R-HSA-168256;R-HSA-1461973;R-HSA-6803157
ENSG00000241973,1,1,1,0,0,0,86869.04450932604,86869.04450932604,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PI4KA,0.45200002,4.6448,-0.056819,2,0.5,-1.0,Synthesis of PIPs at the Golgi membrane,R-HSA-1660514
ENSG00000242221,2,1,0,0,0,1,37099.31252818776,42341.12463940832,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,PSG2,-0.707,-3.4754,-4.6057,1,1.0,1.0,,
ENSG00000242265,1,1,0,0,0,0,116388.33957200912,116388.33957200912,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,PEG10,0.468,1.2721,0.93308,0,0.5,0.0,,
ENSG00000243232,1,1,1,0,0,1,171880.2916512608,171880.2916512608,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,PCDHAC2,0.504,1.6451,-0.23907,0,1.0,0.0,,
ENSG00000244165,1,1,0,0,0,1,155552.2805078301,155552.2805078301,2023-01-18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,P2RY11,-0.905,-2.6993,-2.9087,3,-1.0,0.0,Signal Transduction;P2Y receptors;Nucleotide-like (purinergic) receptors,R-HSA-162582;R-HSA-417957;R-HSA-418038
ENSG00000245848,3,1,0,0,0,1,17831.529851792977,87248.80974040499,2010-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,CEBPA,-0.37199998,-1.2385,-3.0249,3,0.75,0.0,Developmental Biology;Gene expression (Transcription),R-HSA-1266738;R-HSA-74160
ENSG00000248483,2,1,0,0,0,1,684816.7338614308,1129585.974638378,2019-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,POU5F2,-0.89100003,0.79109,-0.14285,0,0.5,0.5,,
ENSG00000248713,1,1,0,0,0,1,141553.2677895436,141553.2677895436,2021-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,C4orf54,-0.024999976,-0.65912,-0.54746,0,1.0,0.5,,
ENSG00000250878,1,1,0,0,0,1,178948.78717378277,178948.78717378277,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,METTL21EP,,,,0,,,,
ENSG00000253649,1,1,0,0,0,1,22650.1728716785,960369.5592648841,2021-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,PRSS51,,,,0,1.0,0.5,,
ENSG00000254858,1,1,1,0,1,1,38092.548464040476,38092.548464040476,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MPV17L2,-0.53499997,-0.59271,-0.84394,0,-1.0,-1.0,,
ENSG00000255307,1,1,0,0,0,1,67142.73298165268,67142.73298165268,2023-11-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OR52B2,-0.70799994,-0.66594,-0.36267,1,,,Expression and translocation of olfactory receptors;Olfactory Signaling Pathway,R-HSA-9752946;R-HSA-381753
ENSG00000255398,1,1,1,0,0,1,167055.73472660675,169088.90478978804,2019-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,HCAR3,-0.824,1.2917,0.76662,2,0.5,0.0,Signal Transduction,R-HSA-162582
ENSG00000255423,1,1,0,0,0,1,155987.83221129785,155987.83221129785,2023-01-18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EBLN2,-0.962,-1.1814,-0.73156,0,1.0,0.0,,
ENSG00000256053,3,1,1,0,0,1,15866.724081734988,116547.04276487474,2014-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,COA8,-0.30499995,-1.074,-1.8538,0,0.5,-1.0,,
ENSG00000256463,1,1,0,0,0,1,22541.66311868015,521818.7070055739,2013-04-01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,SALL3,0.24599999,-3.2698,-5.8376,0,0.75,0.5,,
ENSG00000258223,1,1,0,0,0,1,22669.576834673207,22669.576834673207,2023-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,PRSS58,-0.594,-0.42615,-0.5686,0,1.0,1.0,,
ENSG00000258315,1,1,1,0,0,1,294387.2978738704,294387.2978738704,2021-09-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BACC1,-0.35599995,0.44662,-0.55862,0,-1.0,-1.0,,
ENSG00000258429,1,1,1,0,0,1,298504.9722193353,298504.9722193353,2023-01-18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,PDF,-0.98399997,-3.8637,-5.5007,0,0.5,0.0,,
ENSG00000260097,1,1,0,0,0,1,75632.36795352261,275021.63051358337,2023-01-18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,SPDYE6,0.697,3.8574,3.3268,0,0.5,0.0,,
ENSG00000260220,1,1,0,0,1,0,72982.48880358285,72982.48880358285,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CCDC187,-0.16199994,2.2718,1.3913,1,0.5,0.5,Signal Transduction,R-HSA-162582
