approvedSymbol	geneId	ID	Term	uniqueDiseases	UMAP 1	UMAP 2	cluster
SRC	ENSG00000197122	R-HSA-162582;R-HSA-3928664;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-418592;R-HSA-74160;R-HSA-392518;R-HSA-171007;R-HSA-428542;R-HSA-9032500;R-HSA-1643685;R-HSA-1253288;R-HSA-8934903;R-HSA-437239;R-HSA-3928665;R-HSA-157858;R-HSA-9006934;R-HSA-5663202;R-HSA-8878159	Signal Transduction;Ephrin signaling;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;ADP signalling through P2Y purinoceptor 1;Gene expression (Transcription);Signal amplification;p38MAPK events;Regulation of commissural axon pathfinding by SLIT and ROBO;Activated NTRK2 signals through FYN;Disease;Downregulation of ERBB4 signaling;Receptor Mediated Mitophagy;Recycling pathway of L1;EPH-ephrin mediated repulsion of cells;Gap junction trafficking and regulation;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Transcriptional regulation by RUNX3	1	3.1819355	0.90701306	58
SRD5A2	ENSG00000277893	R-HSA-8957322	Metabolism of steroids	2	-7.0673122	-6.293387	22
SREBF1	ENSG00000072310	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-191273;R-HSA-8957322;R-HSA-1655829	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Cholesterol biosynthesis;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	4	1.6610601	3.7522507	-1
SREBF2	ENSG00000198911	R-HSA-1266738;R-HSA-191273;R-HSA-8957322;R-HSA-1655829	Developmental Biology;Cholesterol biosynthesis;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	1	4.0718846	1.8789823	-1
SRGAP2	ENSG00000266028	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	5	-12.216826	10.829655	42
SRP14	ENSG00000140319	R-HSA-168256;R-HSA-72766;R-HSA-1799339	Immune System;Translation;SRP-dependent cotranslational protein targeting to membrane	6	9.99408	-0.23838621	-1
SRP54	ENSG00000100883	R-HSA-72766;R-HSA-1799339	Translation;SRP-dependent cotranslational protein targeting to membrane	3	18.255646	8.61923	23
SRP68	ENSG00000167881	R-HSA-72766;R-HSA-1799339	Translation;SRP-dependent cotranslational protein targeting to membrane	1	18.111269	8.8115425	23
SRP9	ENSG00000143742	R-HSA-72766;R-HSA-1799339	Translation;SRP-dependent cotranslational protein targeting to membrane	1	18.08682	8.763851	23
SRPK1	ENSG00000096063	R-HSA-9821993;R-HSA-1266738;R-HSA-1643685	Replacement of protamines by nucleosomes in the male pronucleus;Developmental Biology;Disease	4	5.3540664	-3.104422	-1
SRPK2	ENSG00000135250	R-HSA-1643685	Disease	10	-12.66775	-2.5103424	3
SRR	ENSG00000167720	R-HSA-977347	Serine metabolism	3	0.24708042	22.704655	4
SRRM1	ENSG00000133226	R-HSA-162582;R-HSA-73857;R-HSA-74160;R-HSA-9013422;R-HSA-159236;R-HSA-72202;R-HSA-9706574	Signal Transduction;RNA Polymerase II Transcription;Gene expression (Transcription);RHOBTB1 GTPase cycle;Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm;RHOBTB GTPase Cycle	1	1.0458037	1.7975807	-1
SRSF3	ENSG00000112081	R-HSA-73857;R-HSA-74160;R-HSA-159236;R-HSA-72202	RNA Polymerase II Transcription;Gene expression (Transcription);Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm	3	-4.6581593	4.493694	-1
SRSF6	ENSG00000124193	R-HSA-72165;R-HSA-73857;R-HSA-74160;R-HSA-159236;R-HSA-72202	mRNA Splicing - Minor Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm	1	-4.4128838	4.441234	-1
SS18	ENSG00000141380	R-HSA-1266738;R-HSA-74160;R-HSA-9933947	Developmental Biology;Gene expression (Transcription);Formation of the non-canonical BAF (ncBAF) complex	1	-1.3983285	8.169175	-1
SSR1	ENSG00000124783	R-HSA-72766;R-HSA-1799339	Translation;SRP-dependent cotranslational protein targeting to membrane	8	18.088224	8.798816	23
SSR3	ENSG00000114850	R-HSA-72766;R-HSA-1799339	Translation;SRP-dependent cotranslational protein targeting to membrane	2	18.056711	8.779813	23
SSTR4	ENSG00000132671	R-HSA-162582	Signal Transduction	3	4.800741	-15.591885	10
ST3GAL1	ENSG00000008513	R-HSA-9683701;R-HSA-1643685;R-HSA-597592	Translation of Structural Proteins_9683701;Disease;Post-translational protein modification	1	8.157531	-0.8885707	-1
ST3GAL3	ENSG00000126091	R-HSA-162582;R-HSA-3656243;R-HSA-9683701;R-HSA-1643685;R-HSA-597592	Signal Transduction;Defective ST3GAL3 causes MCT12 and EIEE15;Translation of Structural Proteins_9683701;Disease;Post-translational protein modification	3	8.2344265	-1.1838988	-1
ST3GAL4	ENSG00000110080	R-HSA-162582;R-HSA-9683701;R-HSA-1643685;R-HSA-597592	Signal Transduction;Translation of Structural Proteins_9683701;Disease;Post-translational protein modification	10	8.508346	-1.0395143	-1
ST3GAL6	ENSG00000064225	R-HSA-162582;R-HSA-597592	Signal Transduction;Post-translational protein modification	5	4.2691154	12.008479	40
ST6GAL1	ENSG00000073849	R-HSA-9683701;R-HSA-1643685;R-HSA-597592	Translation of Structural Proteins_9683701;Disease;Post-translational protein modification	8	8.004608	-0.9463374	-1
ST6GAL2	ENSG00000144057	R-HSA-597592	Post-translational protein modification	1	23.533792	2.4333012	21
ST6GALNAC3	ENSG00000184005	R-HSA-9683701;R-HSA-1643685;R-HSA-597592	Translation of Structural Proteins_9683701;Disease;Post-translational protein modification	1	7.9842353	-0.96832395	-1
ST8SIA3	ENSG00000177511	R-HSA-597592	Post-translational protein modification	2	24.139782	1.5101901	21
ST8SIA4	ENSG00000113532	R-HSA-1266738;R-HSA-597592	Developmental Biology;Post-translational protein modification	2	3.2361557	-3.1182764	-1
STAB2	ENSG00000136011	R-HSA-2160916	Hyaluronan degradation	7	3.6004298	0.22365582	-1
STAG1	ENSG00000118007	R-HSA-162582;R-HSA-597592	Signal Transduction;Post-translational protein modification	22	4.3024893	11.63677	40
STAP2	ENSG00000178078	R-HSA-162582	Signal Transduction	4	5.072438	-14.992468	10
STAR	ENSG00000147465	R-HSA-196108;R-HSA-8957322	Pregnenolone biosynthesis;Metabolism of steroids	1	3.2679472	1.7095624	-1
STARD13	ENSG00000133121	R-HSA-162582	Signal Transduction	5	5.5411944	-15.400166	10
STARD3	ENSG00000131748	R-HSA-196108;R-HSA-8957322	Pregnenolone biosynthesis;Metabolism of steroids	3	3.1167846	1.6651965	-1
STARD3NL	ENSG00000010270	R-HSA-196108;R-HSA-8957322	Pregnenolone biosynthesis;Metabolism of steroids	7	3.4361696	1.7619687	-1
STARD4	ENSG00000164211	R-HSA-196108;R-HSA-8957322	Pregnenolone biosynthesis;Metabolism of steroids	3	3.3188243	1.814206	-1
STARD6	ENSG00000174448	R-HSA-196108;R-HSA-8957322	Pregnenolone biosynthesis;Metabolism of steroids	4	3.451519	1.7156125	-1
STAT3	ENSG00000168610	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-9006934;R-HSA-5663202;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling	12	7.639508	3.746975	57
STAT4	ENSG00000138378	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	33	-9.945427	-10.789366	29
STAT5A	ENSG00000126561	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	2	8.631957	3.1950507	57
STAT5B	ENSG00000173757	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	4	8.644833	3.1407523	57
STAT6	ENSG00000166888	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-449147;R-HSA-9006934;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Interleukin-4 and Interleukin-13 signaling	14	-2.2021346	-0.8753004	50
STEAP4	ENSG00000127954	R-HSA-917977;R-HSA-917937	Transferrin endocytosis and recycling;Iron uptake and transport	1	8.31563	-9.665402	6
STIM1	ENSG00000167323	R-HSA-168256	Immune System	7	-6.099915	-21.454992	31
STING1	ENSG00000184584	R-HSA-168256;R-HSA-3270619;R-HSA-1643685	Immune System;IRF3-mediated induction of type I IFN;Disease	2	4.9937444	1.2811908	-1
STK3	ENSG00000104375	R-HSA-162582	Signal Transduction	1	4.983874	-14.578862	10
STK38	ENSG00000112079	R-HSA-162582;R-HSA-9013422;R-HSA-9706574	Signal Transduction;RHOBTB1 GTPase cycle;RHOBTB GTPase Cycle	2	13.051798	-1.1214601	-1
STK4	ENSG00000101109	R-HSA-162582	Signal Transduction	2	4.7725515	-14.980453	10
STOM	ENSG00000148175	R-HSA-162582;R-HSA-168256;R-HSA-2672351	Signal Transduction;Immune System;Stimuli-sensing channels	2	8.698886	3.8356225	-1
STOML3	ENSG00000133115	R-HSA-2672351	Stimuli-sensing channels	2	17.08091	-18.990437	15
STRADA	ENSG00000266173	R-HSA-162582;R-HSA-380972;R-HSA-165159	Signal Transduction;Energy dependent regulation of mTOR by LKB1-AMPK;MTOR signalling	1	-16.687185	21.223652	9
STRN	ENSG00000115808	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	10	14.648546	12.289453	33
STT3B	ENSG00000163527	R-HSA-1266738;R-HSA-1643685;R-HSA-597592	Developmental Biology;Disease;Post-translational protein modification	1	4.5685735	-3.3925767	54
STX17	ENSG00000136874	R-HSA-597592	Post-translational protein modification	1	24.556005	1.9198756	21
STX18	ENSG00000168818	R-HSA-8856688;R-HSA-6811434	Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic	3	-5.45785	6.75714	-1
STX1B	ENSG00000099365	R-HSA-5682910;R-HSA-1266738;R-HSA-168799;R-HSA-1643685	LGI-ADAM interactions;Developmental Biology;Neurotoxicity of clostridium toxins;Disease	1	4.3549156	-1.5871367	-1
STX4	ENSG00000103496	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	2	-10.036385	-10.796508	29
STXBP1	ENSG00000136854	R-HSA-888590;R-HSA-264642;R-HSA-210500;R-HSA-212676;R-HSA-181429;R-HSA-112310	GABA synthesis, release, reuptake and degradation;Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Neurotransmitter release cycle	1	-0.9854204	-8.113766	38
SUCLG2	ENSG00000172340	R-HSA-71403	Citric acid cycle (TCA cycle)	1	7.206297	15.56109	19
SUCNR1	ENSG00000198829	R-HSA-162582	Signal Transduction	1	5.3239856	-15.032043	10
SUDS3	ENSG00000111707	R-HSA-74160;R-HSA-1643685;R-HSA-5250941;R-HSA-427413;R-HSA-597592	Gene expression (Transcription);Disease;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;Post-translational protein modification	1	5.3167033	-3.0881126	-1
SUFU	ENSG00000107882	R-HSA-162582	Signal Transduction	8	5.0246906	-15.452724	10
SULT1A1	ENSG00000196502	R-HSA-156584;R-HSA-156580	Cytosolic sulfonation of small molecules;Phase II - Conjugation of compounds	8	-0.09362163	14.303588	25
SULT1A2	ENSG00000197165	R-HSA-156584;R-HSA-156580	Cytosolic sulfonation of small molecules;Phase II - Conjugation of compounds	1	0.071192004	14.440272	25
SULT1B1	ENSG00000173597	R-HSA-156584;R-HSA-156580	Cytosolic sulfonation of small molecules;Phase II - Conjugation of compounds	4	-0.12298764	14.383485	25
SULT1E1	ENSG00000109193	R-HSA-156584;R-HSA-156580	Cytosolic sulfonation of small molecules;Phase II - Conjugation of compounds	1	-0.011826873	14.57356	25
SULT2A1	ENSG00000105398	R-HSA-156584;R-HSA-156580	Cytosolic sulfonation of small molecules;Phase II - Conjugation of compounds	7	0.13599692	14.519965	25
SULT2B1	ENSG00000088002	R-HSA-156584;R-HSA-156580	Cytosolic sulfonation of small molecules;Phase II - Conjugation of compounds	1	-0.23225866	14.509713	25
SUMF1	ENSG00000144455	R-HSA-597592	Post-translational protein modification	1	23.988348	1.1718296	21
SUPT4H1	ENSG00000213246	R-HSA-113418;R-HSA-167158;R-HSA-212436;R-HSA-167152;R-HSA-167246;R-HSA-167169;R-HSA-167200;R-HSA-73857;R-HSA-74160;R-HSA-167242;R-HSA-1643685;R-HSA-167290;R-HSA-167243;R-HSA-167287;R-HSA-167238;R-HSA-674695;R-HSA-112382;R-HSA-75955;R-HSA-167172;R-HSA-6807505;R-HSA-162587;R-HSA-162599	Formation of the Early Elongation Complex;Formation of the HIV-1 Early Elongation Complex;Generic Transcription Pathway;Formation of HIV elongation complex in the absence of HIV Tat;Tat-mediated elongation of the HIV-1 transcript;HIV Transcription Elongation;Formation of HIV-1 elongation complex containing HIV-1 Tat;RNA Polymerase II Transcription;Gene expression (Transcription);Abortive elongation of HIV-1 transcript in the absence of Tat;Disease;Pausing and recovery of HIV elongation;Tat-mediated HIV elongation arrest and recovery;HIV elongation arrest and recovery;Pausing and recovery of Tat-mediated HIV elongation;RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation;Transcription of the HIV genome;RNA polymerase II transcribes snRNA genes;HIV Life Cycle;Late Phase of HIV Life Cycle	7	-0.5159825	0.11737183	-1
SURF1	ENSG00000148290	R-HSA-9864848	Complex IV assembly	1	25.352264	13.692326	7
SUZ12	ENSG00000178691	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-8953750;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Transcriptional Regulation by E2F6;Post-translational protein modification	1	0.42259526	3.466466	59
SV2A	ENSG00000159164	R-HSA-168799;R-HSA-1643685	Neurotoxicity of clostridium toxins;Disease	2	10.271361	-1.4732146	-1
SV2B	ENSG00000185518	R-HSA-168799;R-HSA-1643685	Neurotoxicity of clostridium toxins;Disease	1	10.397651	-1.3509363	-1
SVIP	ENSG00000198168	R-HSA-168256	Immune System	4	-6.211251	-21.542892	31
SWAP70	ENSG00000133789	R-HSA-162582	Signal Transduction	8	4.746336	-15.419758	10
SYMPK	ENSG00000125755	R-HSA-73857;R-HSA-74160;R-HSA-159231;R-HSA-159234;R-HSA-72202	RNA Polymerase II Transcription;Gene expression (Transcription);Transport of Mature mRNA Derived from an Intronless Transcript;Transport of Mature mRNAs Derived from Intronless Transcripts;Transport of Mature Transcript to Cytoplasm	13	-4.4279447	4.1019754	-1
SYN2	ENSG00000157152	R-HSA-212676;R-HSA-181429;R-HSA-112310	Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Neurotransmitter release cycle	4	-1.3965589	-8.53095	38
SYN3	ENSG00000185666	R-HSA-212676;R-HSA-181429;R-HSA-112310	Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Neurotransmitter release cycle	9	-1.4019935	-8.533458	38
SYNGAP1	ENSG00000197283	R-HSA-162582	Signal Transduction	1	4.8161077	-15.001724	10
SYNGR1	ENSG00000100321	R-HSA-168256	Immune System	6	-5.9242144	-21.252733	31
SYT1	ENSG00000067715	R-HSA-888590;R-HSA-264642;R-HSA-210500;R-HSA-168799;R-HSA-1643685;R-HSA-212676;R-HSA-181429;R-HSA-112310	GABA synthesis, release, reuptake and degradation;Acetylcholine Neurotransmitter Release Cycle;Glutamate Neurotransmitter Release Cycle;Neurotoxicity of clostridium toxins;Disease;Dopamine Neurotransmitter Release Cycle;Serotonin Neurotransmitter Release Cycle;Neurotransmitter release cycle	3	4.724824	2.532163	-1
SYT10	ENSG00000110975	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	4	10.353749	18.094097	36
SYT2	ENSG00000143858	R-HSA-168799;R-HSA-1643685	Neurotoxicity of clostridium toxins;Disease	2	10.4904585	-1.520015	-1
SYTL1	ENSG00000142765	R-HSA-8854214;R-HSA-9007101	TBC/RABGAPs;Rab regulation of trafficking	1	-7.900585	-13.154414	17
SYVN1	ENSG00000162298	R-HSA-162582;R-HSA-901032;R-HSA-901042;R-HSA-532668;R-HSA-1643685;R-HSA-5358346;R-HSA-5362768;R-HSA-5387390;R-HSA-5663202;R-HSA-597592	Signal Transduction;ER Quality Control Compartment (ERQC);Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Disease;Hedgehog ligand biogenesis;Hh mutants are degraded by ERAD;Hh mutants abrogate ligand secretion;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	1	7.6026244	-3.0597677	-1
TAB1	ENSG00000100324	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-9645460;R-HSA-937042;R-HSA-1643685;R-HSA-449147;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Alpha-protein kinase 1 signaling pathway;IRAK2 mediated activation of TAK1 complex;Disease;Signaling by Interleukins;Post-translational protein modification	1	6.1161532	2.8414001	-1
TAB2	ENSG00000055208	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-9645460;R-HSA-937042;R-HSA-1643685;R-HSA-449147;R-HSA-9006934	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Alpha-protein kinase 1 signaling pathway;IRAK2 mediated activation of TAK1 complex;Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases	10	6.8623486	3.3647182	-1
TAB3	ENSG00000157625	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-9645460;R-HSA-937042;R-HSA-1643685;R-HSA-449147	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Alpha-protein kinase 1 signaling pathway;IRAK2 mediated activation of TAK1 complex;Disease;Signaling by Interleukins	1	6.586211	3.5829945	-1
TACC3	ENSG00000013810	R-HSA-162582	Signal Transduction	14	4.6843796	-14.839956	10
TACR3	ENSG00000169836	R-HSA-162582	Signal Transduction	4	5.037938	-14.917124	10
TAF11	ENSG00000064995	R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-674695;R-HSA-167172;R-HSA-6807505;R-HSA-162587;R-HSA-162599	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;RNA Polymerase II Pre-transcription Events;Transcription of the HIV genome;RNA polymerase II transcribes snRNA genes;HIV Life Cycle;Late Phase of HIV Life Cycle	1	-1.0205055	0.53062284	48
TAF1A	ENSG00000143498	R-HSA-427359;R-HSA-73863;R-HSA-74160;R-HSA-73772;R-HSA-5250941;R-HSA-427413;R-HSA-73762;R-HSA-73864;R-HSA-73854	SIRT1 negatively regulates rRNA expression;RNA Polymerase I Transcription Termination;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Transcription Initiation;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance	2	1.5920233	1.7132187	-1
TAF1B	ENSG00000115750	R-HSA-427359;R-HSA-73863;R-HSA-74160;R-HSA-73772;R-HSA-5250941;R-HSA-427413;R-HSA-73762;R-HSA-73864;R-HSA-73854	SIRT1 negatively regulates rRNA expression;RNA Polymerase I Transcription Termination;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Transcription Initiation;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance	2	1.8109567	1.7218069	-1
